cogn_load,painlvl,trialtyp,painrating,painrating_validity,nbackresponse,nbackresponse_validyity,numboftargetocc,correctans,trialidx,trialnum,run,blocktype,subjID
0,0,1,11.1979166666667,1,4,1,2,0,2,3,3,2,nz4haw4ab
0,1,3,48.4375,1,2,1,5,0,2,4,3,2,nz4haw4ab
2,1,4,36.9791666666667,1,5,1,3,0,1,5,3,2,nz4haw4ab
2,0,2,20.5729166666667,1,3,1,3,1,1,6,3,2,nz4haw4ab
2,1,4,61.4583333333333,1,4,1,2,0,2,7,3,2,nz4haw4ab
0,1,3,50,0,0,0,2,0,3,8,3,2,nz4haw4ab
0,0,1,2.86458333333333,1,4,1,5,0,3,9,3,2,nz4haw4ab
2,1,4,53.90625,1,2,1,3,0,3,10,3,2,nz4haw4ab
2,0,2,11.1979166666667,1,3,0,5,0,2,11,3,2,nz4haw4ab
2,0,2,5.20833333333333,1,1,0,5,0,3,12,3,2,nz4haw4ab
0,1,3,59.6354166666667,1,4,1,3,0,4,13,3,2,nz4haw4ab
2,0,2,-0,1,2,1,4,0,4,14,3,2,nz4haw4ab
0,1,3,60.15625,1,5,1,5,1,5,15,3,2,nz4haw4ab
2,1,4,51.0416666666667,1,4,1,4,1,4,16,3,2,nz4haw4ab
0,0,1,8.07291666666667,1,4,1,2,0,4,17,3,2,nz4haw4ab
0,0,1,2.86458333333333,1,3,0,2,0,5,18,3,2,nz4haw4ab
2,1,4,54.1666666666667,1,3,1,2,0,5,19,3,2,nz4haw4ab
2,0,2,27.8645833333333,1,4,1,3,0,5,20,3,2,nz4haw4ab
