cogn_load,painlvl,trialtyp,painrating,painrating_validity,nbackresponse,nbackresponse_validyity,numboftargetocc,correctans,trialnum,run,blocktype,subjID
1,0,1,18.0059523809524,1,3,1,3,1,2,1,8,n79s4t7rj
1,1,3,61.9047619047619,1,2,1,2,1,3,1,8,n79s4t7rj
1,1,3,59.672619047619,1,5,1,5,1,4,1,8,n79s4t7rj
1,0,1,22.4702380952381,1,3,1,3,1,5,1,8,n79s4t7rj
2,1,4,53.7202380952381,1,2,1,2,1,6,1,8,n79s4t7rj
2,0,2,8.33333333333333,1,2,1,3,0,7,1,8,n79s4t7rj
2,0,2,52.9761904761905,1,2,1,4,0,8,1,8,n79s4t7rj
2,1,4,53.7202380952381,1,3,1,3,1,9,1,8,n79s4t7rj
1,0,1,35.8630952380952,1,4,1,4,1,10,1,8,n79s4t7rj
2,0,2,17.2619047619048,1,4,1,5,0,11,1,8,n79s4t7rj
1,1,3,64.1369047619048,1,4,1,4,1,12,1,8,n79s4t7rj
1,0,1,18.75,1,2,1,4,0,13,1,8,n79s4t7rj
2,0,2,12.797619047619,1,4,1,4,1,14,1,8,n79s4t7rj
1,1,3,64.8809523809524,1,3,1,3,1,15,1,8,n79s4t7rj
1,1,3,63.3928571428571,1,4,1,4,1,16,1,8,n79s4t7rj
1,0,1,18.75,1,2,1,2,1,17,1,8,n79s4t7rj
2,1,4,55.2083333333333,1,3,1,4,0,18,1,8,n79s4t7rj
2,1,4,53.7202380952381,1,2,1,2,1,19,1,8,n79s4t7rj
2,0,2,32.8869047619048,1,4,1,4,1,20,1,8,n79s4t7rj
1,1,3,50,1,0,1,3,0,1,2,2,n79s4t7rj
1,0,1,22.4702380952381,1,4,1,4,1,2,2,2,n79s4t7rj
1,0,1,10.5654761904762,1,4,1,4,1,3,2,2,n79s4t7rj
1,1,3,67.8571428571429,1,4,1,4,1,4,2,2,n79s4t7rj
2,1,4,61.1607142857143,1,3,1,3,1,5,2,2,n79s4t7rj
2,0,2,41.0714285714286,1,2,1,2,1,6,2,2,n79s4t7rj
2,1,4,54.4642857142857,1,3,1,3,1,7,2,2,n79s4t7rj
1,1,3,59.672619047619,1,5,1,5,1,8,2,2,n79s4t7rj
1,0,1,36.6071428571429,1,4,1,4,1,9,2,2,n79s4t7rj
2,1,4,61.9047619047619,1,2,1,2,1,10,2,2,n79s4t7rj
2,0,2,24.702380952381,1,2,1,2,1,11,2,2,n79s4t7rj
2,0,2,54.4642857142857,1,3,1,5,0,12,2,2,n79s4t7rj
1,1,3,66.3690476190476,1,2,1,2,1,13,2,2,n79s4t7rj
2,0,2,39.5833333333333,1,1,1,2,0,14,2,2,n79s4t7rj
1,1,3,67.8571428571429,1,5,1,5,1,15,2,2,n79s4t7rj
2,1,4,59.672619047619,1,4,1,5,0,16,2,2,n79s4t7rj
1,0,1,12.797619047619,1,5,1,5,1,17,2,2,n79s4t7rj
1,0,1,54.4642857142857,1,4,1,4,1,18,2,2,n79s4t7rj
2,1,4,61.1607142857143,1,3,1,4,0,19,2,2,n79s4t7rj
2,0,2,32.8869047619048,1,3,1,3,1,20,2,2,n79s4t7rj
1,0,1,38.8392857142857,1,2,1,2,1,1,1,1,n8qp7pd22
1,0,1,1.63690476190476,1,3,1,3,1,2,1,1,n8qp7pd22
1,1,3,43.3035714285714,1,3,1,3,1,3,1,1,n8qp7pd22
2,1,4,27.6785714285714,1,2,1,2,1,4,1,1,n8qp7pd22
1,0,1,10.5654761904762,1,3,1,3,1,5,1,1,n8qp7pd22
1,1,3,70.0892857142857,1,5,1,5,1,6,1,1,n8qp7pd22
2,0,2,3.125,1,1,1,2,0,7,1,1,n8qp7pd22
2,1,4,75.2976190476191,1,2,1,3,0,8,1,1,n8qp7pd22
2,1,4,63.3928571428571,1,2,1,2,1,9,1,1,n8qp7pd22
2,0,2,57.4404761904762,1,3,1,3,1,10,1,1,n8qp7pd22
1,1,3,68.6011904761905,1,3,1,3,1,11,1,1,n8qp7pd22
2,1,4,82.7380952380952,1,5,1,4,0,12,1,1,n8qp7pd22
2,0,2,40.327380952381,1,5,1,5,1,13,1,1,n8qp7pd22
1,0,1,37.3511904761905,1,0,1,5,0,14,1,1,n8qp7pd22
1,1,3,78.2738095238095,1,2,1,2,1,15,1,1,n8qp7pd22
2,1,4,73.8095238095238,1,5,1,5,1,16,1,1,n8qp7pd22
1,0,1,59.672619047619,1,5,1,5,1,17,1,1,n8qp7pd22
1,1,3,84.9702380952381,1,5,1,5,1,18,1,1,n8qp7pd22
2,0,2,56.6964285714286,1,3,1,4,0,19,1,1,n8qp7pd22
2,0,2,66.3690476190476,1,2,1,2,1,20,1,1,n8qp7pd22
2,1,4,61.1607142857143,1,3,1,4,0,1,2,8,n8qp7pd22
1,0,1,5.35714285714286,1,5,1,5,1,2,2,8,n8qp7pd22
1,1,3,8.33333333333333,1,5,1,5,1,3,2,8,n8qp7pd22
1,1,3,23.9583333333333,1,2,1,2,1,4,2,8,n8qp7pd22
1,0,1,2.38095238095238,1,5,1,5,1,5,2,8,n8qp7pd22
2,1,4,41.8154761904762,1,2,1,2,1,6,2,8,n8qp7pd22
2,0,2,15.0297619047619,1,5,1,5,1,7,2,8,n8qp7pd22
2,0,2,26.1904761904762,1,3,1,2,0,8,2,8,n8qp7pd22
2,1,4,65.625,1,2,1,2,1,9,2,8,n8qp7pd22
1,0,1,18.75,1,2,1,2,1,10,2,8,n8qp7pd22
2,0,2,35.8630952380952,1,3,1,4,0,11,2,8,n8qp7pd22
1,1,3,58.1845238095238,1,3,1,3,1,12,2,8,n8qp7pd22
1,0,1,36.6071428571429,1,3,1,3,1,13,2,8,n8qp7pd22
2,0,2,22.4702380952381,1,3,1,3,1,14,2,8,n8qp7pd22
1,1,3,70.8333333333333,1,5,1,5,1,15,2,8,n8qp7pd22
1,1,3,67.1130952380952,1,4,1,4,1,16,2,8,n8qp7pd22
1,0,1,53.7202380952381,1,4,1,4,1,17,2,8,n8qp7pd22
2,1,4,72.3214285714286,1,5,1,2,0,18,2,8,n8qp7pd22
2,1,4,68.6011904761905,1,5,1,4,0,19,2,8,n8qp7pd22
2,0,2,18.75,1,5,1,5,1,20,2,8,n8qp7pd22
1,1,3,32.8869047619048,0,5,1,5,1,1,1,6,n8vc9scx2
1,1,3,14.2857142857143,1,2,1,2,1,2,1,6,n8vc9scx2
1,0,1,20.9821428571429,1,5,1,5,1,3,1,6,n8vc9scx2
1,1,3,37.3511904761905,1,4,1,4,1,4,1,6,n8vc9scx2
2,1,4,50,1,2,1,2,1,5,1,6,n8vc9scx2
1,0,1,40.327380952381,1,3,1,3,1,6,1,6,n8vc9scx2
1,0,1,50,1,4,1,4,1,7,1,6,n8vc9scx2
1,1,3,64.1369047619048,1,5,1,5,1,8,1,6,n8vc9scx2
2,0,2,24.702380952381,1,3,1,5,0,9,1,6,n8vc9scx2
2,1,4,61.1607142857143,1,2,1,2,1,10,1,6,n8vc9scx2
2,1,4,59.672619047619,1,4,1,5,0,11,1,6,n8vc9scx2
2,0,2,55.952380952381,1,4,1,5,0,12,1,6,n8vc9scx2
1,0,1,28.422619047619,1,3,1,3,1,13,1,6,n8vc9scx2
1,1,3,67.8571428571429,1,5,1,5,1,14,1,6,n8vc9scx2
2,0,2,39.5833333333333,1,2,1,2,1,15,1,6,n8vc9scx2
1,0,1,58.1845238095238,1,3,1,3,1,16,1,6,n8vc9scx2
2,1,4,76.7857142857143,1,4,1,5,0,17,1,6,n8vc9scx2
2,0,2,19.4940476190476,1,5,1,5,1,18,1,6,n8vc9scx2
2,0,2,56.6964285714286,1,4,1,5,0,19,1,6,n8vc9scx2
2,1,4,84.9702380952381,1,1,1,4,0,20,1,6,n8vc9scx2
1,0,1,26.1904761904762,1,5,1,5,1,1,2,3,n8vc9scx2
1,0,1,62.6488095238095,1,5,1,5,1,2,2,3,n8vc9scx2
1,1,3,85.7142857142857,1,4,1,4,1,3,2,3,n8vc9scx2
2,1,4,70.8333333333333,1,3,1,5,0,4,2,3,n8vc9scx2
2,0,2,67.8571428571429,1,4,1,4,1,5,2,3,n8vc9scx2
1,1,3,86.4583333333333,1,3,1,3,1,6,2,3,n8vc9scx2
2,1,4,76.0416666666667,1,2,1,4,0,7,2,3,n8vc9scx2
2,0,2,11.3095238095238,1,3,1,2,0,8,2,3,n8vc9scx2
1,0,1,55.2083333333333,1,4,1,4,1,9,2,3,n8vc9scx2
2,1,4,50,1,1,1,2,0,10,2,3,n8vc9scx2
1,0,1,13.5416666666667,1,3,1,3,1,11,2,3,n8vc9scx2
2,0,2,10.5654761904762,1,1,1,2,0,12,2,3,n8vc9scx2
1,1,3,81.25,1,3,1,2,0,13,2,3,n8vc9scx2
1,1,3,67.8571428571429,1,5,1,5,1,14,2,3,n8vc9scx2
2,0,2,57.4404761904762,1,3,1,4,0,15,2,3,n8vc9scx2
2,1,4,64.8809523809524,1,3,1,3,1,16,2,3,n8vc9scx2
1,0,1,27.6785714285714,1,5,1,5,1,17,2,3,n8vc9scx2
2,0,2,6.8452380952381,1,3,1,2,0,18,2,3,n8vc9scx2
2,1,4,53.7202380952381,1,3,1,3,1,19,2,3,n8vc9scx2
1,1,3,64.1369047619048,1,3,1,3,1,20,2,3,n8vc9scx2
1,1,3,82.7380952380952,1,5,1,5,1,1,1,2,n9kdbn1c6
1,0,1,27.6785714285714,1,4,1,4,1,2,1,2,n9kdbn1c6
1,0,1,1.63690476190476,1,5,1,5,1,3,1,2,n9kdbn1c6
1,1,3,61.1607142857143,1,4,1,4,1,4,1,2,n9kdbn1c6
2,1,4,57.4404761904762,1,2,1,2,1,5,1,2,n9kdbn1c6
2,0,2,50,1,3,1,3,1,6,1,2,n9kdbn1c6
2,1,4,76.7857142857143,1,3,1,3,1,7,1,2,n9kdbn1c6
1,1,3,70.8333333333333,1,4,1,4,1,8,1,2,n9kdbn1c6
1,0,1,58.1845238095238,1,2,1,2,1,9,1,2,n9kdbn1c6
2,1,4,83.4821428571429,1,2,1,2,1,10,1,2,n9kdbn1c6
2,0,2,62.6488095238095,1,2,1,2,1,11,1,2,n9kdbn1c6
2,0,2,73.8095238095238,1,3,1,3,1,12,1,2,n9kdbn1c6
1,1,3,92.4107142857143,1,2,1,2,1,13,1,2,n9kdbn1c6
2,0,2,66.3690476190476,1,5,1,5,1,14,1,2,n9kdbn1c6
1,1,3,97.6190476190476,1,2,1,2,1,15,1,2,n9kdbn1c6
2,1,4,68.6011904761905,1,4,1,4,1,16,1,2,n9kdbn1c6
1,0,1,61.1607142857143,1,3,1,3,1,17,1,2,n9kdbn1c6
1,0,1,61.9047619047619,1,5,1,5,1,18,1,2,n9kdbn1c6
2,1,4,63.3928571428571,1,5,1,5,1,19,1,2,n9kdbn1c6
2,0,2,50,1,4,1,4,1,20,1,2,n9kdbn1c6
2,1,4,93.1547619047619,1,2,1,2,1,1,2,8,n9kdbn1c6
1,0,1,41.0714285714286,1,4,1,4,1,2,2,8,n9kdbn1c6
1,1,3,38.0952380952381,1,4,1,4,1,3,2,8,n9kdbn1c6
1,1,3,50,1,4,1,4,1,4,2,8,n9kdbn1c6
1,0,1,26.9345238095238,1,2,1,2,1,5,2,8,n9kdbn1c6
2,1,4,67.8571428571429,1,2,1,2,1,6,2,8,n9kdbn1c6
2,0,2,60.4166666666667,1,4,1,4,1,7,2,8,n9kdbn1c6
2,0,2,58.9285714285714,1,3,1,3,1,8,2,8,n9kdbn1c6
2,1,4,79.0178571428571,1,5,1,5,1,9,2,8,n9kdbn1c6
1,0,1,59.672619047619,1,2,1,2,1,10,2,8,n9kdbn1c6
2,0,2,55.952380952381,1,2,1,2,1,11,2,8,n9kdbn1c6
1,1,3,91.6666666666667,1,3,1,3,1,12,2,8,n9kdbn1c6
1,0,1,68.6011904761905,1,4,1,4,1,13,2,8,n9kdbn1c6
2,0,2,58.1845238095238,1,4,1,4,1,14,2,8,n9kdbn1c6
1,1,3,79.7619047619048,1,4,1,4,1,15,2,8,n9kdbn1c6
1,1,3,80.5059523809524,1,4,1,4,1,16,2,8,n9kdbn1c6
1,0,1,66.3690476190476,1,3,1,3,1,17,2,8,n9kdbn1c6
2,1,4,78.2738095238095,1,2,1,2,1,18,2,8,n9kdbn1c6
2,1,4,68.6011904761905,1,3,1,3,1,19,2,8,n9kdbn1c6
2,0,2,59.672619047619,1,5,1,5,1,20,2,8,n9kdbn1c6
2,1,4,58.9285714285714,1,3,1,3,1,1,1,8,n9msmrqk6
1,0,1,38.8392857142857,1,5,1,5,1,2,1,8,n9msmrqk6
1,1,3,54.4642857142857,1,2,1,2,1,3,1,8,n9msmrqk6
1,1,3,58.9285714285714,1,5,1,5,1,4,1,8,n9msmrqk6
1,0,1,44.7916666666667,1,5,1,5,1,5,1,8,n9msmrqk6
2,1,4,59.672619047619,1,3,1,3,1,6,1,8,n9msmrqk6
2,0,2,41.0714285714286,1,4,1,5,0,7,1,8,n9msmrqk6
2,0,2,34.375,1,5,1,5,1,8,1,8,n9msmrqk6
2,1,4,60.4166666666667,1,4,1,4,1,9,1,8,n9msmrqk6
1,0,1,38.0952380952381,1,3,1,3,1,10,1,8,n9msmrqk6
2,0,2,35.1190476190476,1,4,1,5,0,11,1,8,n9msmrqk6
1,1,3,61.9047619047619,1,2,1,2,1,12,1,8,n9msmrqk6
1,0,1,35.8630952380952,1,2,1,2,1,13,1,8,n9msmrqk6
2,0,2,38.0952380952381,1,4,1,4,1,14,1,8,n9msmrqk6
1,1,3,64.8809523809524,1,4,1,4,1,15,1,8,n9msmrqk6
1,1,3,58.9285714285714,1,5,1,5,1,16,1,8,n9msmrqk6
1,0,1,50,1,4,1,4,1,17,1,8,n9msmrqk6
2,1,4,57.4404761904762,1,5,1,5,1,18,1,8,n9msmrqk6
2,1,4,53.7202380952381,1,5,1,5,1,19,1,8,n9msmrqk6
2,0,2,40.327380952381,1,4,1,5,0,20,1,8,n9msmrqk6
1,0,1,50,1,2,1,2,1,1,2,1,n9msmrqk6
1,0,1,52.9761904761905,1,5,1,5,1,2,2,1,n9msmrqk6
1,1,3,58.9285714285714,1,5,1,5,1,3,2,1,n9msmrqk6
2,1,4,57.4404761904762,1,5,1,5,1,4,2,1,n9msmrqk6
1,0,1,42.5595238095238,1,3,1,3,1,5,2,1,n9msmrqk6
1,1,3,61.1607142857143,1,2,1,2,1,6,2,1,n9msmrqk6
2,0,2,54.4642857142857,1,4,1,4,1,7,2,1,n9msmrqk6
2,1,4,58.9285714285714,1,3,1,3,1,8,2,1,n9msmrqk6
2,1,4,61.1607142857143,1,3,1,3,1,9,2,1,n9msmrqk6
2,0,2,44.7916666666667,1,5,1,5,1,10,2,1,n9msmrqk6
1,1,3,59.672619047619,1,5,1,5,1,11,2,1,n9msmrqk6
2,1,4,61.1607142857143,1,4,1,4,1,12,2,1,n9msmrqk6
2,0,2,51.4880952380952,1,3,1,3,1,13,2,1,n9msmrqk6
1,0,1,36.6071428571429,1,3,1,3,1,14,2,1,n9msmrqk6
1,1,3,58.9285714285714,1,3,1,3,1,15,2,1,n9msmrqk6
2,1,4,56.6964285714286,1,4,1,4,1,16,2,1,n9msmrqk6
1,0,1,44.7916666666667,1,2,1,2,1,17,2,1,n9msmrqk6
1,1,3,58.9285714285714,1,2,1,2,1,18,2,1,n9msmrqk6
2,0,2,51.4880952380952,1,5,1,5,1,19,2,1,n9msmrqk6
2,0,2,53.7202380952381,1,4,1,4,1,20,2,1,n9msmrqk6
1,1,3,39.5833333333333,1,2,1,2,1,1,1,2,n9udwjm5g
1,0,1,20.9821428571429,1,5,1,5,1,2,1,2,n9udwjm5g
1,0,1,26.1904761904762,1,4,1,4,1,3,1,2,n9udwjm5g
1,1,3,57.4404761904762,1,3,1,3,1,4,1,2,n9udwjm5g
2,1,4,38.8392857142857,1,4,1,4,1,5,1,2,n9udwjm5g
2,0,2,2.38095238095238,1,2,1,3,0,6,1,2,n9udwjm5g
2,1,4,22.4702380952381,1,4,1,4,1,7,1,2,n9udwjm5g
1,1,3,41.0714285714286,1,4,1,4,1,8,1,2,n9udwjm5g
1,0,1,24.702380952381,1,3,1,3,1,9,1,2,n9udwjm5g
2,1,4,44.7916666666667,1,3,1,4,0,10,1,2,n9udwjm5g
2,0,2,9.82142857142857,1,4,1,5,0,11,1,2,n9udwjm5g
2,0,2,0.148809523809524,1,3,1,3,1,12,1,2,n9udwjm5g
1,1,3,50,1,3,1,3,1,13,1,2,n9udwjm5g
2,0,2,20.2380952380952,1,3,1,3,1,14,1,2,n9udwjm5g
1,1,3,50,1,3,1,3,1,15,1,2,n9udwjm5g
2,1,4,32.1428571428571,1,4,1,4,1,16,1,2,n9udwjm5g
1,0,1,4.61309523809524,1,3,1,3,1,17,1,2,n9udwjm5g
1,0,1,26.1904761904762,1,3,1,3,1,18,1,2,n9udwjm5g
2,1,4,31.3988095238095,1,2,1,2,1,19,1,2,n9udwjm5g
2,0,2,23.2142857142857,1,3,1,3,1,20,1,2,n9udwjm5g
1,1,3,55.952380952381,1,4,1,4,1,1,2,4,n9udwjm5g
2,0,2,23.9583333333333,1,3,1,2,0,2,2,4,n9udwjm5g
1,0,1,23.9583333333333,1,5,1,5,1,3,2,4,n9udwjm5g
2,1,4,66.3690476190476,1,4,1,4,1,4,2,4,n9udwjm5g
1,1,3,56.6964285714286,1,5,1,5,1,5,2,4,n9udwjm5g
1,0,1,39.5833333333333,1,3,1,3,1,6,2,4,n9udwjm5g
2,0,2,38.0952380952381,1,3,1,4,0,7,2,4,n9udwjm5g
2,1,4,73.8095238095238,1,3,1,3,1,8,2,4,n9udwjm5g
1,1,3,54.4642857142857,1,3,1,3,1,9,2,4,n9udwjm5g
2,0,2,31.3988095238095,1,3,1,4,0,10,2,4,n9udwjm5g
1,0,1,51.4880952380952,1,4,1,4,1,11,2,4,n9udwjm5g
1,1,3,55.952380952381,1,3,1,3,1,12,2,4,n9udwjm5g
2,1,4,55.952380952381,1,2,1,3,0,13,2,4,n9udwjm5g
1,0,1,56.6964285714286,1,4,1,4,1,14,2,4,n9udwjm5g
2,0,2,53.7202380952381,1,3,1,3,1,15,2,4,n9udwjm5g
2,1,4,57.4404761904762,1,4,1,4,1,16,2,4,n9udwjm5g
2,1,4,62.6488095238095,1,2,1,2,1,17,2,4,n9udwjm5g
2,0,2,55.952380952381,1,5,1,5,1,18,2,4,n9udwjm5g
1,1,3,55.2083333333333,1,3,1,3,1,19,2,4,n9udwjm5g
1,0,1,59.672619047619,1,5,1,5,1,20,2,4,n9udwjm5g
2,0,2,54.4642857142857,1,2,1,3,0,1,1,7,nac91bvy7
1,0,1,42.5595238095238,1,5,1,5,1,2,1,7,nac91bvy7
2,1,4,37.3511904761905,1,3,1,3,1,3,1,7,nac91bvy7
1,1,3,50,1,3,1,3,1,4,1,7,nac91bvy7
2,0,2,36.6071428571429,1,2,1,2,1,5,1,7,nac91bvy7
2,1,4,46.2797619047619,1,4,1,5,0,6,1,7,nac91bvy7
2,0,2,31.3988095238095,1,1,1,3,0,7,1,7,nac91bvy7
1,0,1,28.422619047619,1,3,1,3,1,8,1,7,nac91bvy7
1,1,3,62.6488095238095,1,3,1,3,1,9,1,7,nac91bvy7
1,0,1,38.8392857142857,1,5,1,5,1,10,1,7,nac91bvy7
1,0,1,32.1428571428571,1,2,1,2,1,11,1,7,nac91bvy7
2,1,4,52.9761904761905,1,3,1,5,0,12,1,7,nac91bvy7
2,1,4,55.2083333333333,1,3,1,2,0,13,1,7,nac91bvy7
1,0,1,42.5595238095238,1,4,1,4,1,14,1,7,nac91bvy7
1,1,3,67.8571428571429,1,5,1,5,1,15,1,7,nac91bvy7
1,1,3,72.3214285714286,1,5,1,5,1,16,1,7,nac91bvy7
2,0,2,35.1190476190476,1,2,1,2,1,17,1,7,nac91bvy7
2,0,2,41.8154761904762,1,0,1,2,0,18,1,7,nac91bvy7
1,1,3,61.1607142857143,1,2,1,5,0,19,1,7,nac91bvy7
2,1,4,51.4880952380952,1,3,1,2,0,20,1,7,nac91bvy7
1,1,3,87.9464285714286,1,4,1,4,1,1,2,2,nac91bvy7
1,0,1,37.3511904761905,1,4,1,4,1,2,2,2,nac91bvy7
1,0,1,38.8392857142857,1,3,1,3,1,3,2,2,nac91bvy7
1,1,3,53.7202380952381,1,4,1,4,1,4,2,2,nac91bvy7
2,1,4,50,1,3,1,4,0,5,2,2,nac91bvy7
2,0,2,44.047619047619,1,2,1,2,1,6,2,2,nac91bvy7
2,1,4,50,1,4,1,4,1,7,2,2,nac91bvy7
1,1,3,50,1,3,1,3,1,8,2,2,nac91bvy7
1,0,1,50,1,1,1,4,0,9,2,2,nac91bvy7
2,1,4,55.2083333333333,1,2,1,3,0,10,2,2,nac91bvy7
2,0,2,44.047619047619,1,4,1,5,0,11,2,2,nac91bvy7
2,0,2,47.7678571428571,1,3,1,3,1,12,2,2,nac91bvy7
1,1,3,90.9226190476191,1,3,1,3,1,13,2,2,nac91bvy7
2,0,2,38.8392857142857,1,4,1,5,0,14,2,2,nac91bvy7
1,1,3,90.9226190476191,1,3,1,3,1,15,2,2,nac91bvy7
2,1,4,67.1130952380952,1,4,1,5,0,16,2,2,nac91bvy7
1,0,1,39.5833333333333,1,4,1,4,1,17,2,2,nac91bvy7
1,0,1,39.5833333333333,1,5,1,5,1,18,2,2,nac91bvy7
2,1,4,95.3869047619048,1,3,1,3,1,19,2,2,nac91bvy7
2,0,2,38.0952380952381,1,3,1,5,0,20,2,2,nac91bvy7
1,0,1,28.422619047619,1,2,1,2,1,1,1,3,namj3vg9c
1,0,1,37.3511904761905,1,2,1,2,1,2,1,3,namj3vg9c
1,1,3,55.2083333333333,1,4,1,4,1,3,1,3,namj3vg9c
2,1,4,47.7678571428571,1,5,1,5,1,4,1,3,namj3vg9c
2,0,2,67.1130952380952,0,0,1,3,0,5,1,3,namj3vg9c
1,1,3,73.0654761904762,1,2,1,2,1,6,1,3,namj3vg9c
2,1,4,69.3452380952381,1,4,1,5,0,7,1,3,namj3vg9c
2,0,2,44.047619047619,1,3,1,4,0,8,1,3,namj3vg9c
1,0,1,28.422619047619,1,4,1,4,1,9,1,3,namj3vg9c
2,1,4,70.8333333333333,1,2,1,2,1,10,1,3,namj3vg9c
1,0,1,35.1190476190476,1,5,1,5,1,11,1,3,namj3vg9c
2,0,2,27.6785714285714,1,3,1,4,0,12,1,3,namj3vg9c
1,1,3,73.8095238095238,1,2,1,2,1,13,1,3,namj3vg9c
1,1,3,78.2738095238095,1,4,1,4,1,14,1,3,namj3vg9c
2,0,2,29.1666666666667,1,2,1,3,0,15,1,3,namj3vg9c
2,1,4,62.6488095238095,1,4,1,5,0,16,1,3,namj3vg9c
1,0,1,44.047619047619,1,5,1,5,1,17,1,3,namj3vg9c
2,0,2,32.1428571428571,1,4,1,5,0,18,1,3,namj3vg9c
2,1,4,67.1130952380952,1,1,1,2,0,19,1,3,namj3vg9c
1,1,3,77.5297619047619,1,2,1,2,1,20,1,3,namj3vg9c
1,1,3,58.9285714285714,1,5,1,5,1,1,2,2,namj3vg9c
1,0,1,42.5595238095238,1,3,1,3,1,2,2,2,namj3vg9c
1,0,1,38.8392857142857,1,3,1,3,1,3,2,2,namj3vg9c
1,1,3,75.2976190476191,1,2,1,2,1,4,2,2,namj3vg9c
2,1,4,78.2738095238095,1,5,1,5,1,5,2,2,namj3vg9c
2,0,2,38.0952380952381,1,2,1,2,1,6,2,2,namj3vg9c
2,1,4,84.2261904761905,1,3,1,5,0,7,2,2,namj3vg9c
1,1,3,90.1785714285714,1,5,1,5,1,8,2,2,namj3vg9c
1,0,1,27.6785714285714,1,3,1,3,1,9,2,2,namj3vg9c
2,1,4,91.6666666666667,1,1,1,2,0,10,2,2,namj3vg9c
2,0,2,40.327380952381,1,5,1,5,1,11,2,2,namj3vg9c
2,0,2,37.3511904761905,1,3,1,3,1,12,2,2,namj3vg9c
1,1,3,94.7916666666667,1,3,1,3,1,13,2,2,namj3vg9c
2,0,2,33.6309523809524,1,2,1,3,0,14,2,2,namj3vg9c
1,1,3,97.6190476190476,1,4,1,4,1,15,2,2,namj3vg9c
2,1,4,86.4583333333333,1,3,1,4,0,16,2,2,namj3vg9c
1,0,1,55.952380952381,1,2,1,2,1,17,2,2,namj3vg9c
1,0,1,55.952380952381,1,2,1,2,1,18,2,2,namj3vg9c
2,1,4,88.6904761904762,1,3,1,5,0,19,2,2,namj3vg9c
2,0,2,54.4642857142857,1,1,1,2,0,20,2,2,namj3vg9c
1,1,3,64.1369047619048,1,5,1,5,1,1,1,2,naq5c8yyh
1,0,1,20.9821428571429,1,2,1,2,1,2,1,2,naq5c8yyh
1,0,1,32.8869047619048,1,4,1,5,0,3,1,2,naq5c8yyh
1,1,3,61.9047619047619,1,4,1,4,1,4,1,2,naq5c8yyh
2,1,4,36.6071428571429,1,3,1,2,0,5,1,2,naq5c8yyh
2,0,2,34.375,1,2,1,3,0,6,1,2,naq5c8yyh
2,1,4,70.0892857142857,1,3,1,4,0,7,1,2,naq5c8yyh
1,1,3,86.4583333333333,1,5,1,5,1,8,1,2,naq5c8yyh
1,0,1,58.1845238095238,1,5,1,5,1,9,1,2,naq5c8yyh
2,1,4,85.7142857142857,1,2,1,2,1,10,1,2,naq5c8yyh
2,0,2,58.1845238095238,1,3,1,5,0,11,1,2,naq5c8yyh
2,0,2,50,1,3,1,5,0,12,1,2,naq5c8yyh
1,1,3,80.5059523809524,1,3,1,3,1,13,1,2,naq5c8yyh
2,0,2,61.9047619047619,1,3,1,5,0,14,1,2,naq5c8yyh
1,1,3,96.2797619047619,1,2,1,2,1,15,1,2,naq5c8yyh
2,1,4,69.3452380952381,1,3,1,3,1,16,1,2,naq5c8yyh
1,0,1,59.672619047619,1,5,1,5,1,17,1,2,naq5c8yyh
1,0,1,95.3869047619048,1,5,1,5,1,18,1,2,naq5c8yyh
2,1,4,88.6904761904762,1,5,1,5,1,19,1,2,naq5c8yyh
2,0,2,32.1428571428571,1,4,1,4,1,20,1,2,naq5c8yyh
1,0,1,63.3928571428571,1,5,1,5,1,1,2,1,naq5c8yyh
1,0,1,58.1845238095238,1,5,1,5,1,2,2,1,naq5c8yyh
1,1,3,97.6190476190476,1,4,1,4,1,3,2,1,naq5c8yyh
2,1,4,81.9940476190476,1,4,1,5,0,4,2,1,naq5c8yyh
1,0,1,58.9285714285714,1,4,1,4,1,5,2,1,naq5c8yyh
1,1,3,93.1547619047619,1,3,1,3,1,6,2,1,naq5c8yyh
2,0,2,42.5595238095238,1,5,1,4,0,7,2,1,naq5c8yyh
2,1,4,95.3869047619048,1,3,1,2,0,8,2,1,naq5c8yyh
2,1,4,83.4821428571429,1,3,1,4,0,9,2,1,naq5c8yyh
2,0,2,44.047619047619,1,1,1,2,0,10,2,1,naq5c8yyh
1,1,3,99.8511904761905,1,3,1,3,1,11,2,1,naq5c8yyh
2,1,4,61.9047619047619,1,3,1,2,0,12,2,1,naq5c8yyh
2,0,2,61.1607142857143,1,1,1,2,0,13,2,1,naq5c8yyh
1,0,1,76.0416666666667,1,5,1,5,1,14,2,1,naq5c8yyh
1,1,3,95.5357142857143,1,4,1,4,1,15,2,1,naq5c8yyh
2,1,4,62.6488095238095,1,3,1,3,1,16,2,1,naq5c8yyh
1,0,1,81.9940476190476,1,5,1,5,1,17,2,1,naq5c8yyh
1,1,3,97.0238095238095,1,2,1,2,1,18,2,1,naq5c8yyh
2,0,2,50,1,2,1,3,0,19,2,1,naq5c8yyh
2,0,2,70.8333333333333,1,2,1,3,0,20,2,1,naq5c8yyh
1,1,3,74.5535714285714,1,4,1,4,1,1,1,2,naw8ack5b
1,0,1,23.2142857142857,1,4,1,4,1,2,1,2,naw8ack5b
1,0,1,7.58928571428571,1,2,1,2,1,3,1,2,naw8ack5b
