subjid,hemisphere,layer,pain_high_cogn_high_pain,pain_high_cogn_low_pain,pain_low_cogn_high_pain,pain_low_cogn_low_pain
7349,1,1,121.22920590715,109.644461046136,109.220740334067,113.207807799373
7349,1,2,114.372646643528,104.143506804254,106.460226509221,108.426888573525
7349,1,3,105.84415908652,95.7541510945129,103.168779513113,100.797654924744
7349,1,4,95.556654479685,86.5388369716236,97.7155556818665,91.5914072197134
7349,1,5,85.5053359450189,78.2794345832817,90.3397738475934,82.8007423513003
7349,1,6,77.1632228892148,71.4026943581636,83.3039383589433,75.7992562273974
7349,1,7,70.904187817729,66.6048335987104,77.8060708103872,70.7320663566059
7349,1,8,66.3305107095477,63.3715460280116,74.1037856286332,67.3904366503661
7349,1,9,62.3705115355435,60.5141969390593,70.6219501313096,64.6827203845355
7349,1,10,58.330024004008,57.1697201577178,66.9502208788428,61.9910929720862
7349,1,11,54.3389123238575,53.3538033117072,63.0519815747098,59.0807197665223
7349,1,12,51.0768489499435,49.8325659192765,59.2002454458189,56.1961992619069
7349,1,13,48.8774443310172,47.2253055499484,55.8731680328651,53.6946661278356
7349,1,14,47.963587740387,46.0271400563701,53.8624215518234,52.1099154042044
7349,1,15,47.8186672674893,45.6239935036142,52.5796324024088,51.1815149277135
7349,1,16,47.7329660418831,45.3359636177629,51.5116185493532,50.2597399950839
7349,1,17,47.0425405762926,44.525020364502,49.8523083231436,48.7770547075026
7349,1,18,45.7781962567867,43.1891055581143,47.7104986747894,47.0630697246915
7349,1,19,44.579900597465,42.0003082907064,45.9423260464391,46.0343400645376
7349,1,20,43.6768856336623,40.9798577487832,44.8846061262271,45.7321326601504
7356,1,1,121.822071904957,110.617931405641,118.313078215203,109.942774587343
7356,1,2,116.881971935002,105.387028606165,115.721727573779,105.255266268098
7356,1,3,108.069848282083,98.2357401775552,112.084233668738,98.4700477364084
7356,1,4,97.2999321145863,89.4813425812742,105.695961912982,90.0268981192423
7356,1,5,87.1399997945678,80.9615937113321,97.1314253450877,81.548231328976
7356,1,6,78.8875309667563,73.8443441874,88.8021902194399,74.6663302562299
7356,1,7,72.8804649198443,68.4520038454547,82.4581634456176,69.8119021847721
7356,1,8,68.617995356929,64.5781964765664,78.1154179886104,66.8202952262936
7356,1,9,64.7447230605937,61.1923078330783,74.2853189867994,64.5449085152334
7356,1,10,60.727386980564,57.6630914299896,70.088680084166,62.2589840570181
7356,1,11,56.7449394321173,54.0866720198114,65.0267549736075,59.9299793248151
7356,1,12,53.4597788017701,50.8856916735845,59.9728331233367,57.6244166070293
7356,1,13,51.1949562334273,48.3523493692023,55.9914121305348,55.5573787543438
7356,1,14,50.1685162958801,47.0303450355801,53.8935306343329,54.1720006828039
7356,1,15,49.7055910892439,46.4818287360961,52.9062808145304,53.2283248468234
7356,1,16,49.1520071603158,46.0426680033914,52.3254269325231,52.0770960771648
7356,1,17,47.9012712678576,44.9977421282149,51.2367502804485,50.2857217186003
7356,1,18,46.1167800724677,43.4927160403192,49.6814502387004,48.1220911344197
7356,1,19,44.591329388155,42.1015684992942,48.4345773939961,46.7675164149879
7356,1,20,43.5615474625528,41.0779184523199,47.7593814945862,46.2131300292316
7361,1,1,112.833876301781,115.981806707987,120.07048684551,109.973668778135
7361,1,2,109.761941661151,110.924440427234,114.702630755484,106.476692611168
7361,1,3,103.866623907808,103.063826138192,106.949383863714,101.875852900001
7361,1,4,95.6103809222818,93.989109200976,97.1256188228707,94.9662906883875
7361,1,5,86.4489404740835,85.2060929368298,87.5337143352531,86.9318425642716
7361,1,6,78.5617721964924,77.7472812460756,79.539769012217,79.7411132698847
7361,1,7,73.0578471242623,72.3752752545708,73.5248415759928,74.2142914431521
7361,1,8,69.9135163000165,68.408604188417,69.2123439733176,70.1110302416352
7361,1,9,67.6189808945284,64.796098239034,65.570450209249,66.300141905872
7361,1,10,65.1073287866508,61.0375429250242,61.8761944446115,62.2787851634616
7361,1,11,62.1451851208328,56.9513775828259,58.1076740467846,58.0397055114482
7361,1,12,59.1144209916085,53.1941780386507,54.8106045823532,54.0240436088501
7361,1,13,56.4357941873448,50.3718227492458,52.3137273812113,50.8250825237457
7361,1,14,55.0407722912872,48.8130647402456,51.0317222287075,48.9332564792741
7361,1,15,54.5794356526844,47.9249371035684,50.5067083200208,47.8783222020531
7361,1,16,54.2596607825032,47.2098154800816,49.969499236482,47.0282144068975
7361,1,17,53.1890386793535,46.1056020456501,48.7536207479839,45.7641375876897
7361,1,18,51.4635910025042,44.6500457149718,47.0171888739279,44.2648426364352
7361,1,19,50.0864934732504,43.6298503138491,45.5183778029011,43.12827235522
7361,1,20,49.2738046936883,42.9681642236236,44.5117685174903,42.5180099865817
7375,1,1,113.143085623956,120.683697294178,118.775726368766,109.803700203639
7375,1,2,108.019835576194,115.809595017988,113.039108427831,106.347555797836
7375,1,3,99.9561034162068,108.948345099362,105.466119556864,101.22612589854
7375,1,4,89.96187108663,99.8211322223411,96.6012832746104,93.8823564247411
7375,1,5,80.1692173581965,90.3931119936946,87.8979716618249,85.9118012731207
7375,1,6,72.1628714058311,82.5527702027998,80.786126623638,78.7867595108569
7375,1,7,66.5377049327246,76.6611938610366,75.8028767740909,73.3971225666946
7375,1,8,63.0494780432491,72.2391921379192,72.8650873097805,69.5342207035825
7375,1,9,60.6454944675652,68.1428827952528,70.4546354612183,65.7632256855811
7375,1,10,58.3987419450525,63.9058718161386,67.9824241368422,61.2838947917373
7375,1,11,55.9389475880511,59.5660419003999,65.1139027870702,56.5429729823828
7375,1,12,53.4806928372405,55.6620814924095,62.2259617266102,52.3263606555549
7375,1,13,51.4376502306703,52.8481362823103,59.3458482601512,49.2741865579949
7375,1,14,50.5972037064551,51.5877567940641,56.9342955009089,47.7914285469912
7375,1,15,50.5442301183654,51.1407376436681,54.9003476686414,47.3861019084139
7375,1,16,50.6747122421658,50.8026923243618,52.9814182944716,47.1911549905832
7375,1,17,50.122996077559,49.8417411996495,50.725748997182,46.4655032427781
7375,1,18,48.8842500172754,48.2843511068408,48.5088994054272,45.1659767159079
7375,1,19,47.6597685521315,46.9515804896334,47.0718740772404,44.0501211559515
7375,1,20,46.7757900445521,46.0793958784125,46.3128572498656,43.3114943963384
7376,1,1,116.822284591057,110.161008596871,117.60057802225,119.647796785756
7376,1,2,111.009919674029,104.246179647605,115.820294788606,115.233766432076
7376,1,3,102.45459528311,96.3070714997767,111.189835662207,109.795715637951
7376,1,4,92.8462621066453,86.9262765894424,103.143629586615,102.023864504457
7376,1,5,84.0789190144844,78.4148611326851,93.5565633152003,92.362983041153
7376,1,6,77.111369115403,72.0807391075917,84.7851399919608,83.2863699249938
7376,1,7,72.3408722186841,67.83620283108,78.3566438424322,75.9664244025572
7376,1,8,69.4397323441138,65.5404581833776,74.0558443867778,70.4688972274751
7376,1,9,66.9947965764509,63.6101101115753,70.0005971955107,66.1400464591951
7376,1,10,64.4137123800763,60.6785094382978,65.4995966389561,62.6374310092558
7376,1,11,61.4687870948829,57.1399312816241,60.5463700015032,59.4737272761351
7376,1,12,58.5535366708432,53.7688676363859,55.9029261183163,56.6635369441846
7376,1,13,56.0175086477303,51.0548140812957,52.3710721162537,54.4602706330903
7376,1,14,54.2996623107782,49.4903689896542,50.4673930894007,53.4316089251809
7376,1,15,53.1591407514288,48.7311628046712,49.6620143950934,53.0041519965764
7376,1,16,52.0541063053323,48.0746706926198,49.2794310742474,52.4602072840664
7376,1,17,50.4701953904658,46.7647526217549,48.5742635190011,51.0970499429024
7376,1,18,48.5392255979436,45.0634578129432,47.4846740722079,49.0291943859881
7376,1,19,47.0434836333549,43.8961447008371,46.4510122200739,47.2369754991836
7376,1,20,46.1755874704597,43.2549165728458,45.6326984652163,46.0651410668328
7383,1,1,120.493642487634,114.993371905215,117.763477988898,110.312620679117
7383,1,2,115.129918051775,110.16688297606,110.832246871441,107.913851749182
7383,1,3,108.154123901313,104.000259631204,102.56473965628,101.661105838793
7383,1,4,99.283348970972,96.3550924258474,93.1581093043351,92.5659554791059
7383,1,5,89.9763777141597,88.3074058187376,83.8887275363633,83.5171888553228
7383,1,6,82.2682266702205,81.6316969913135,75.8150073647992,75.9401158978854
7383,1,7,76.4402526344323,76.6659123380018,69.593317920185,70.686219187513
7383,1,8,72.6077744085142,73.2799801284544,65.2016115605884,67.0285117049867
7383,1,9,69.2711330090206,69.7561491423205,61.80793881187,63.7985120528618
7383,1,10,65.4090296232978,65.7095037738233,58.6583264979377,60.3437464834219
7383,1,11,61.1416588934691,61.7660118026518,55.3253501823288,56.475235964001
7383,1,12,57.3795837788307,58.4412254926883,52.1958816712852,52.6205339212249
7383,1,13,54.6946425993361,55.8661756616676,49.6944770059705,49.5163520064668
