subjid,hemisphere,layer,pain_high_cogn_high_pain,pain_high_cogn_low_pain,pain_low_cogn_high_pain,pain_low_cogn_low_pain
7425,1,17,43.0164072936624,48.7444828155712,45.9527283906338,46.5101335774023
7425,1,18,41.3646344569705,47.4332010967203,44.3286089868149,44.4566967935684
7425,1,19,40.3846977241958,45.973905280131,43.4864471362661,42.9927477912582
7425,1,20,40.1990104663014,44.5395218411383,43.4560939798386,41.986102104094
7426,1,1,98.2982072233481,83.4714131296751,96.0029963945386,97.9085859350989
7426,1,2,103.310764955192,90.2698261795905,103.804743995171,101.929086514452
7426,1,3,99.8246798467853,93.4060506787442,105.937564081063,100.305931736318
7426,1,4,92.5670819245692,92.070216780863,103.333609998502,96.0495040197905
7426,1,5,85.5395501080152,88.5540792751459,98.8246090528214,92.5221300318642
7426,1,6,80.607630976251,84.8243169146288,93.7913363010667,90.6571950178313
7426,1,7,77.4586808040408,81.0097225053466,88.0860401457313,88.7408222087656
7426,1,8,74.8976344214128,76.9076529600662,81.7602393364854,85.2067285561281
7426,1,9,72.4164922324373,72.7189034349386,76.1090395149097,80.6449421113633
7426,1,10,70.7101201227808,69.0596559725056,72.2989056922597,77.1170319397674
7426,1,11,68.6895372065049,65.5018354508418,68.9927492805986,73.7408531069386
7426,1,12,65.573149566655,62.2561787057546,65.9952655331858,70.1819465812865
7426,1,13,61.2825265564837,58.9068680744282,62.5195159921314,65.4641092398893
7426,1,14,55.7218384818201,54.9022811775596,57.9335627077058,59.7292994624941
7426,1,15,50.4941153953074,51.2175433412127,53.3867969128182,54.9544771302388
7426,1,16,46.0153695606859,48.028665889046,48.979831551274,51.0607979889759
7426,1,17,43.1414342258807,45.9556907931348,45.7174793245214,48.4230111033236
7426,1,18,41.6412684681609,44.757580245888,43.7471199468592,46.623282729714
7426,1,19,40.7334376623205,43.7819883801543,42.5119953742545,44.9623001298872
7426,1,20,40.4517896179916,42.8807194873688,42.0373135327876,43.7627054735816
7433,1,1,97.8147072052675,93.6899752396686,85.9197126930505,94.9771679381171
7433,1,2,104.814821945141,98.2654443653265,93.2839708114738,101.94170994346
7433,1,3,105.793336281486,98.2167233405118,95.1829315855916,102.42867424137
7433,1,4,101.567929858657,95.4132457552559,91.5482970318364,98.5945216196759
7433,1,5,96.0463912863887,91.354952460939,86.3011501314501,94.3518456290905
7433,1,6,90.8348664661352,87.7601535098411,81.8969933341512,91.0729683755995
7433,1,7,85.7556174039665,84.5757352117005,78.4188969865863,88.0227399132544
7433,1,8,80.6138647693382,81.1264472866147,75.3634760041298,83.7151304326435
7433,1,9,76.202956078551,77.6727669626772,72.0398577047532,78.6847593337649
7433,1,10,73.2360776444355,75.1966629496932,69.1948216997295,74.5441861133013
7433,1,11,70.5378940792084,72.618104887608,66.0672602972802,70.7235256583268
7433,1,12,67.6605369020677,69.3546886545316,62.5431521332871,67.5881892429432
7433,1,13,64.2743996049688,65.1548563507772,58.2164809672908,64.0401193635376
7433,1,14,59.9454724470809,59.9535859563807,53.2248970517,59.0614041310175
7433,1,15,55.3150851089511,55.6079216191418,48.9477910065165,54.041828205445
7433,1,16,50.8576244931595,52.2167101873558,45.3584428258972,49.1643752470895
7433,1,17,47.6382234853417,50.3252483160614,42.9832156842643,45.454149476387
7433,1,18,45.8462161058838,49.4114329860183,41.5060043132595,43.0024769235674
7433,1,19,45.1222441543346,48.4192217868618,40.2931050535087,41.301968904892
7433,1,20,45.4029188177019,47.5123874307259,39.4679043317646,40.3080236596786
7434,1,1,100.852132191652,91.26939973669,93.7084597886764,90.5466817557551
7434,1,2,107.160932157824,99.1191805628294,100.263404956632,93.6275604080327
7434,1,3,107.401635059957,101.597782570777,100.59209898289,91.9280484421144
7434,1,4,103.520802552283,98.4787474565068,97.11078101127,87.5839101641268
7434,1,5,98.5697806005645,93.1983405695541,92.9769398919626,83.0491046265828
7434,1,6,93.3933876313027,87.9005386592021,89.8102147410459,79.8151422115793
7434,1,7,88.0703979216743,83.1976529241136,86.9040242643811,77.0764956726171
7434,1,8,82.713188126637,78.2522286930186,83.5412944072123,74.1011873511226
7434,1,9,78.2232735317694,73.1111440516393,80.0662829634481,70.7391771235452
7434,1,10,74.8954946894163,69.2267368886706,77.2928430915154,68.1868056861665
7434,1,11,71.6186551681776,65.5611048129454,74.4321154364731,65.5421317473139
7434,1,12,68.1519902524195,62.0250073971437,71.2194643292482,62.6494813418814
7434,1,13,63.7145739953233,58.3811512671114,67.2365172785454,58.9150781855153
7434,1,14,58.0761801606174,54.2037225636232,62.3040612198865,54.1118866668499
7434,1,15,52.9365521778443,50.2954899255324,57.554376974614,49.8497837582404
7434,1,16,48.6522431289349,46.5096674738304,53.0630419010512,46.4086931744416
7434,1,17,45.9108196028756,43.8470971134587,49.67418307633,44.2547764466231
7434,1,18,44.4668181962397,42.2638712637088,47.4384281053407,43.05001515295
7434,1,19,43.6136051329793,41.2334640014074,45.8379648421523,41.8856016806468
7434,1,20,43.3815764891769,40.7396703606005,44.9835445315694,40.8317423444664
7435,1,1,86.5348490644304,89.5523395232567,96.8859596966714,100.891532415022
7435,1,2,92.7839735169868,93.3070005877917,103.818389269284,108.599176789766
7435,1,3,93.2441885725325,93.0556577268227,104.805510082514,109.003814567713
7435,1,4,89.4554554655976,89.4631357904432,101.574718439046,104.590853979662
7435,1,5,85.0759181433163,85.8197327955958,96.6644792322437,98.6613505520993
7435,1,6,81.7691697754795,83.341510805825,92.1601493853616,92.8748622284053
7435,1,7,78.4921721138576,81.4429586176792,88.0805381545412,87.3962759803212
7435,1,8,74.7170701226967,79.3329063677337,83.5316954871665,81.4172720032761
7435,1,9,70.5720564095636,76.857375529292,78.8762306073105,75.9736045593508
